Title,Ingredients,Loves,User
gulai ikan pari pedas gurih,"ikan pari, ½ butir santan kelapa, lbr daun jeruk, lbr daun salam, btg sereh geprek, lengkuas geprek, gula merah garam, merica bubuk, tomat merah. potong dadu, tomat hijau potong dadu, ikat kemangi, . cabe rawit utuh, minyak goreng menumis, dihaluskan, butir bawang merah, bawang putih, cm kunyit bakar, cm jahe, butir kemiri san ai, am cabe merah,",2,2257
sambal terong + ikan tamban,"terong hijau ungu sesuai selera, ikan tamban sumatra (jk tdak ikan pindang gpp, bumbu, cabe rawit, cabe merah kriting, siuang bawang merah, bawang putih, royco ayam, garam, kecap gula, minyak goreng,",3,2258
ikan nila bakar,"ikan nila , jeruk nipis, kecap manis, kunyit, laos, kencur, jahe, ketumbar, butir bawang merah, bawang putih, garam, ltr minyak goreng , sambal kecap , cabe rawit, kecap manis,",2,2259
ikan kembung sambal balado,"ikan kembung segar, , biji cabe merah, bawang merah, bawang putih, cm lengkuas, butir ketumbar, tumisan , bawang merah, bawang putih, biji bawang bombay, biji tomat, tam , minyak goreng, garam, penyedap rasa, kecap manis, gula putih, daun salam,",8,2260
pepes ikan tuna... by. dapoer linggar,"potong ikan tuna segar, ikat kemangi siangi daunnya aza, batang sereh geprek potong seukuran korek api, duan salam, tomat potong kasar, garam, gula pasir, daun pisang mem , kukusan mematangkan pepes, halus , batang kunyit, jahe, lengkuas, cabe merah, cabe rawit, butir kemiri,",3,2261
gulai pucuk ubi + ikan tamban,", bawang merah, bawang putih, jahe, cabe rawit, kunyit, ketumbar, royco ayam, garam, gula, daun jeruk nipis, batang daun serai, daun salam, lengkuas, santan kelapa, ikat daun ubi, ikan tamban,",2,2262
sup tulang salmon tomat ala lucys,"potong tulang salmon, bawang putih, tomat, air, garam, royco,",0,2263
baso ikan toman,"daging fillet ikan toman, tepung tapioka, peres garam, lada, butir putih telur, bawang putih, gls air es,",11,2264
ikan sarden balado pete,"ikan sarden segar, papan pete, bawang merah, bawang putih, cabe merah, cabe rawit, tomat, gulagaram, penyedap rasa,",0,2265
garang asem patin,"patinpotong sesuai selera, jeruk nipis melumuri patin, halus, bawang merah, bawang putih, cm lengkuas, cm kunyit, butir kemiri, ketumbar, sedikitttt jinten, cabai, daun jeruk, pelengkap, daun bawang, asam matang, merica bubuk, gula, garam, daun jeruk, isian, pepaya muda,",4,2266
sarden tongkol,"cabe rawit, tomat ukuran kecil, bawang merah, bawang putih, sendok makan gula, sendok makan garam, sendok makan saus tomat delmonte, bawang bombay ukuran kecil, ikan tongkol ukuran sedang, sendok makan minyak goreng,",7,2267
pampis tuna,"g ikan tuna tongkol cakalang , lbr daun kunyit rajang halus, ikat daun kemangi petik, lbr daun jeruk, btg daun bawang , btg sereh, lbr daun pandan , gula, garam, bubuk kaldu, minyak goreng menumis, halus , bawang merah, butir bawang putih, kunyit, cabai keriting , cabe rawit , jahe, btg daun sereh ambil putihnya,",27,2268
pampis tongkol,"tongkol, cabe merah besar, cabe rawit, bawang putih, bawang merah, butir kemiri, lengkuas geprek, sereh geprek, daun salam, gula, garam, penyedap,",2,2269
pindang patin pedes,"ikan patin, belimbing wuluh, cabe merah, cabe rawit, daun salam, daun jeruk, daun kemangi, batang sereh, bawang merah, bawang putih, cm kunyit, cm jahe, cm lengkuas, jeruk nipis, garam, gula, kecap manis,",6,2270
lele goreng kriuk simple,"lele , halus , bawang putih, kunyit uk.besar, ketumbar, garam, air rendaman ikan,",4,2271
nila sambel tempoyak,"nila yg dibersihkan, bumbu, cabe merah, bawang merah, bawang putih, sendok makan tempoyak, gula n garam, air,",5,2272
ikan kembung kuah asem segeerrr,"ikan kembung, nanas mateng, cabe merah , care rawit merah , bawang merah , bawang putih , kunyit , lengkuas , jahe , minyak gorenggaram & masako,",8,2273
ikan kembung sambel ijo,"ikan kembung bersihkan, bawang putih garam haluskan, genggam kemangi skip, sambel , ons cabai hijau keriting, bawang merah, bawang putih, tomat hijau, garam gula penyedap,",5,2274
mujaer goreng,"mujaer, dihaluskan , bawang putih, bawang merah, cm kunyit, cm jahe, garam, kaldu bubuk, motto,",17,2275
salmon melted with flaxseed bread,"mentega butter, bawang bombai, salmon, garam, merica, flaxseed bread , keju mozarella, sayuran, saus,",2,2276
ikan kembung suwir sambel korek,"ikan kembung goreng utuh, daun jeruk, am cabe rawit merah, bawang putih, minyak goreng, garamgula,",2,2277
tongkol suwir rica,"ikan tongkol, cabe rawit, cabe besar, bawang merah, bawang putih, garam, gula, daun salam, daun jeruk, batang serai, petai, jahe, lengkuas, royco ayam, minyak goreng, tomat,",9,2278
gurame asam manis,"ikan gurame, tepung crispy, bawang merah, bawang putih, batang serai, cm lengkuas, cm jahe, tomat, cabe merah, daun salam, butir bawang bombay, liter minyak kelapa, jeruk purut, sendok garam, sendok gula,",4,2279
pan seared salmon salad,"romaine lettuce, alpukat, tomat, salmon, garam lada, saus wijen merk kewpie,",6,2280
gurame asam manis,"gurame crispy, gurame ukuran, jeruk nipis, tepung terigu , bawang putih, lada hitam bubuk, garam, kaldu bubuk, saos asam manis, tomat besar, cabe merah besar, cabe merah keriting, bawang putih, bawang merah, bawang bombaypotong bulat, wortelpotong korek api, merica, garam, kecap asin, saos tiram, gula pasir, kaldu bubuk, jeruk nipis, tepung maizena pengental,",1,2281
empek empek ikan dori #kisahkasihcookpad,"ikan, sagu tani, air es, bawang putih haluskan, garam, gula, sagu taburan, kuah cuko, cabai rawit hijau, cabai rawit merah, bawang putih, air, gula jawa, garam, air asam jawa,",6,2282
sarden sederhana,"kaleng sarden besar, bawang bombay, bawang putih, butir bawang merah, gula pasir, minyak goreng, biji cabe hijau besar, cabe rawit keriting merah,",4,2283
tomurticis kuah kecap simpel enaakk,"potong tongkol, buncis beli rp , jamur tiram beli rp , , bawang merah, bawang putih, cabai rawit , cabai merah besartadi nggak pakai hehe, batang daun bawang , kecap manis , garamgulalada bubukkaldu bubuk sukaair,",7,2284
pesmol bandeng,"ikan bandeng ukuran sedang, butir bawang merah, butir bawang putih, cabai merah, cabai rawit merah, cm jahe, kunyit, kemiri, minyak utk menumis, gula, garam, penyedap rasa,",9,2285
cakalang suwir kemangi,"potong cakalang rebus , bawang merah, bawang putih, biji cabe merah keritin, jahekeprek, laoskeprek, batang sereh, lbr daun salam, lbr daun jeruk, rawit merah , tomatpotong , ikat kemangisiangi, gula garam,",7,2286
lele santan,"lele, putih, merah, cabe rawit, cabe merah, butir kemiri, tomat hijau, daun salam, laos, garam, gula, merica bubuk, minyak goreng, santan kara,",8,2287
cap jay salmon n bakso,"salmon, butir bakso ikan, bongkol sawi sendok, wortel, bonggol brokoli, bonggol kembang kol, bumbu, bawang putih, saos tiram, garam, penyedap jamur, gula, saos tomat, sejumput lada bubuk, gelas belimbing air,",0,2288
gulai patin buncis,"ikan patin, segenggam buncis, seikat kemangi, butir bawang putih, butir bawang merah, jahe geprek, lengkuas geprek, sebatang serai, kunyit, daun salam, daun jeruk, cabe merah hijau, ketumbar, garam, gula merah yg disisir, santan instan , tomat merah,",8,2289
dencis goreng saos padang,"ikan dencis, bawang bombay , cm jahe , daun bawang , jeruk nipis, cabe rawit kalo sesuai selera aja, saos sambal, saos tomat, saos tiram, air, garamgulalada , halus, bawang merah, bawang putih, cabe merah ,",9,2290
pesmol ikan patin,"ikan patin segar, bawang merah, bawang putih, kunyit, jahe, ketumbar, jeruk limao, daun jeruk, tangkai sereh geprek, minyak goreng menumis, santan kara, garam, air, penyedap rasa, gula merah, gula putih, cabai rawit ,",6,2291
ikan kakap goreng tepung,"kulit kakap, jeruk nipis, bawang putih bubuk, merica, garam, butir telur, tepung terigu, tepung maizena, saus, saus sambal, saus tomat, bawang bombay kotak kecil, bawang putihcincang, gula putih, garam, merica, cabe bubuk, air, larutan maizena,",5,2292
sarden sambal bangkok,"sarden ukuran , cabai rawit merah, bawang merah, bawang putih, jahe digeprek, garampenyedap & lada bubuk, kecap manis, ,",2,2293
pampis tongkol,"ikan tongkol ukuran sedang, segenggam bawang merah , butir bawang putih besar, batang cabe merah keriting, batang cabe rawit, batang seraigeprek, daun salam, sejumput merica, sejumput bubuk cabe , jeruk nipis, minyak menumis,",4,2294
tuna abon bunga kecombrang kecombrang,"potong tuna pindang, bawang putih, bawang merah, terasi bakar, cabai keriting halus, batang bunga kecombrang halus, minyak zaitun, dashi knorr nam ,",6,2295
balado telur puyuh ikan tongkol super simpel,"butir telur puyuh, potong ikan tongkol , cabai merah, cabai rawit, bawang merah bawang putih, tomat, penyedap rasa, garam, gula, kecap manis,",14,2296
sambel sarden pedas,"kaleng sarden, mushroom , bawang putih, biji rawit merah, cabe giling, air asam jawa, bawang bombai , air matang, garam,",2,2297
kakap merah kuah asam kemangi,"ikan kakap, bawang merah, bawang putih, tomat, cabe rawit, air jeruk nipis, ikat kemangi , garamgula penyedap,",2,2298
pesmol,"ikan kembung banjar , dihaluskan , bawang merah, bawang putih, butir kemiri, cabe rawit merah, cabe merah keriting, kunyit, jahe, rempah , btg sereh , lengkuas , btg daun bawang , tomat merah , daun jeruk, sampingan , minyak goreng, garam, gula, gelas air,",10,2299
gulai tongkol kemangi,"ikan tongkol, ikat daun kemangi, batang sereh , lengkuas , daun salam, jeruk lemon, bks santan , garam, air, halus , biji cabai rawit setan, biji cabai merah, bawang merah, bawang putih, butir kemiri, ketumbar, lada merica, jahe, kunyit,",3,2300
sarden enak simple,"sarden kaleng kecil, bawang merah , bawang putih , cabe , tomat dipotong, garam, penyedap,",5,2301
salmon stroganoff with shitake mushroom and potato,"fillet salmon, jamur shitake, kentang, bawang bombay setengah, bawang putih, paprika powder, keju cheddar, unsalted butter, gula, lada hitammerica, saos tiram, cooking cream, italian seasoning,",0,2302
ikan kembung rica,"potong ikan kembung, bawang merah, bawang putih, sesuai selera cabe, ketumbar, lada, kunyit, daun kemangi, sereh, garam, mecin, air,",7,2303
pempek lembut iwak tenggiri khas palembang,"ikan tenggiri, tepung tapioka , tepung terigu, air es , butir telur, garam, penyedap, bawang putih ,",47,2304
mangut lele,"lele , kara , halus, bawang putih, bawang merah, cabe rawit merah, cabe merah keriting, kemiri, kunyit, jahe, garam, merica, ketumbar, tam , batang serai , daun salam, daun jeruk , lengkuas , garam, gula pasir, merica bubuk, kaldu bubuk,",11,2305
ikan kuniran saos tiram,"ikan kuniran, kotak , air jeruk nipis, butir bawang putih, butir bawang merah, jahe, garam, 🥦 saos tiram, bawang bombay , butir bawang putih , tomat merah , saos tiram, kecap ikan, gula, garam, air, 🥦 halus utk ikan goreng,",6,2306
fillet kakap merah saus padang,"fillet kakap merahpotong sesuai selera, air lemon, bawang bombay tipis, bawang putih, cabe merah keriting, jahegeprek, daun jerukbuang tulang n remas, daun salam, saus tiram, gula, kaldu sapi, merica bubuk, penyedap rasa, air, garam,",6,2307
tongkol uleg kimbek,"tongkol pindang, bawang putih, bawang merah, butir cabai rawit merah sesuai selera, daun salam, sereh, jahe, lengkuas, terasi, garam merica, minyak goreng, daun jeruk cacah lembut,",7,2308
kerapu kuning,"kerapu , halus, baput, bamer, ketumbar, kunyit, jahe, lb daub jeruk, garam,",0,2309
kakap merah kuah kemangi,"ikan kakap merah , ikat daun kemangi, bawang merah, asam jawa, kunyit bubuk, cabe rawit, garam gula, sesuai selera penyedap rasa,",4,2310
ikan bandeng kuning,"ikan bandeng, jeruk nipis, daun jeruk nipis , garam, gula, penyedap rasa, daun salam, batang serai , air, minyak goreng, yg haluskan , kunyit, jahe, bawang merah, bawang putih, cabe merah, kemiri,",8,2311
ikan kembung goreng,"ikan kembung, bawang merah, bawang putih, ketumbar, garam, penyedap rasa, jeruk nipis, minyak goreng, kunyit, jahe,",4,2312
sarden kemangi,"i kaleng sarden, potong tongkol cue, butir telur ayam, , bawang merah , bawang putih , cabe keriting , cabe hijau , seikat daun kemangi,",0,2313
fillet kakap tumis bawang,"fillet kakap, bawang merah, bawang putih, sesuai selera cabe, garamgula kaldu jamur, minyak goreng, tepung terigu,",22,2314
ikan cakalang santan pedas sederhana,"am ikan cakalang , halus, bawang putih, bawang merah, cabai rawit , tam , garam halus, lengkuas geprek, tomat , sachet kaldu bubuk, santan saji + air gelas belimbing, gula putih,",6,2315
gurami masak kecap,"gurami segar, ketumbar, bawang putih, kunyit, halus, kemiri, bawang putih, bawang putih, pelengkap, kecap manis, gula garam, air perasan jeruk nipis, air, minyak goreng,",8,2316
oseng mercon mujair,"ikan mujair, jahe ujungnya aja, cabe merah keriting + cabe merah jablay, bawang merah, bawang putih, garam, gula merah, kecap, penyedap rasa,",5,2317
ikan nila acar kuning pedas,"ikan nila hitam , helai daun salam, batang sereh, cabe rawit, wortel, timun, jeruk nipis, halus, bawang merah, bawang putih, kemiri, jahe, kunyit, merica bubuk, cabe rawit ,",29,2318
sarden pedas,"klg sarden king fisher besar, bombay ukuran sedeng, cabe merah, helai daun bawang, jahe, penyedap, garam, merica bubuk, gula pasir, minyak, air saja,",5,2319
ikan kerapu pedas,"ikan kerapupotong sesuai selera, jeruk nipis, garam, halus , tomat merah uk. kecil, cabe rawit merah, cabe merah, bawang merah, bawang putih, bawang bombay, terasi, pelengkap , cabe merah serong, cabe rawit hijau, btg daun bawang memanjang, wortel serong tipis, bawang bombay bulat, garamgula merica, saos sambal,",14,2320
kakap merah goreng,"ikan kakap merah, garam, jeruk nipis,",1,2321
penyet iwak lele&mujair sambal terasi,"lele asap, mujair asap, sambel , bawang merah, bawang putih, cabe kriting, terasisy tm sdkit, sejumput garam, tomat kecil,",19,2322
brengkes patin tempoyak,"ikan patin, tempoyak durian, dihaluskan, btg cabe merah, bawang putih, bawang merah, cm jahe, cm lengkuas, cm kunyit, btg serai, terasi, gula garam,",7,2323
ikan tongkol suwir kemangi,"i ikan tongkol , ikat kemangi, bawang merah, bawang putih, cabe setan , tomat hijau , kaldu bubuk, gula, minyak goreng numis,",6,2324
sop ikan gurame,"ikan gurame, bawang putih, cabe merah, batang serai, bawang merah, jahe, lengkuas, daun salam, daun jeruk, royco, air, garam, gula merah, merica, seledri, daun bawang,",2,2325
pesmol ikan mujaer,"ikan mujaer, lmbr daun salam, lengkuasgeprek, batang serehgeprek, cabe rawit utuh , garam, gula merah, gula putih , minyak menumis , santan cair , halus , bawang putih, bawang merah, bj cabe keriting, kemiri, kunyit, jahe,",4,2326
pesmol ikan mas ala mamak aidan,"ikan mas ukuran sedang, air matang, minyak ikan & u menumis, jeruk nipis, garam, gula penyedap , cabe rawit, batang daun bawang, batang sereh , cm lengkuas , daun salam, tomat , yg dihaluskan, bawang merah, bawang putih, butir kemiri , cm kunyit , cabe merah keriting,",2,2327
sup ikan kakap asam pedas,"ikan kakap merah putih, liter air putih, bawang putih, kailan ikat , wortel, jamur klo ga skip, biji cabe rawit, sendok kecap ikan, kaldu jamur, minya menumis sendok pakai minya zaitun, lengkuas, batang serai, daun salam, jeruk nipis peras ambil airnya, sendok gula pasir,",3,2328
sambalado cue tongkol,"keranjang ikan tongkol ukuran sedang, batang sereh , daun salam, gula, garam, jeruk nipis, halus, cabai rawit merah, cabai merah kriting, cabai rawit hijau, cabai merah buang isi nya, bawang merah, bawang putih, butir kemiri goreng, jahe, kunyit, kencur, cm lengkuas,",11,2329
tongkol suwir pedas,"pindang tongkol ukuran suwir , cabe rawit, bawang merah, bawang putih, jahe, tomat, batang sereh digeprek, daun salam, daun jeruk, jeruk sate, garam n gula,",7,2330
kepala ikan patin daun kemangi,"kepala ikan patin, bawang merah, bawang putih, daun kemangi, cabe rawit, cabe merah, garam, gula putih, penyedap, daun salam, batang serai, daun jeruk, kunyit, jahe, lengkuas, belimbing wuluh, tomat, minyak menumis, air,",3,2331
ikan tongkol suir rica rica,"tongkol sedang, halus , bawang putih, bawang merah, cabe merah, cabe rawit, tomat, kunyit, butir kemiri, tam , jahe , daun jeruk, batang serei, segenggam daun kemangi, gula, garam, royco,",11,2332
ikan sarden kaleng + sayur kale black magic,"kaleng ikan sarden , kentang rebus, bawang bombay, cabe rawit, sayur kale sesukanya , garam, minyak menumis,",5,2333
pindang kepala simba,"kilo kepala simba, asem jawa*larutkan dgn air hangat, halus, cabe merah rawit, bawang merah, bawang putih, garam, kemangi , royco, tomat*potong , laos, jahe kunyit, lbr daun salam, gula putih,",7,2334
batagor ikan tuna,"batagor , am tepung sagu tani, daging ikan tuna, bawang putih, sachet dashi tambahkan takaran knorr nya, knorr nam, air, minyak zaitun , kulit pangsit pakai, kacang , am kacang tanah, am almond, bawang putih, kecap manis, gula pasir, garam, knorr, minyak zaitun menumis,",6,2335
kaki naga lele #keto #ketofy #ketopad,"am filet daging lele , butir telor, tepung kelapa, wortel sedang, daun seledri lembut, bawang putih blend, garam krosok, olesan , butir telor kocok lepas, tepung parnir khusus bocil,",4,2336
lele goreng,"lele ukuran sedangbersihkan, halus , bawang putih, ketumbar bubuk, garam halus, kunyit,",2,2337
ikan patin kecap,"ikan patin, bawang putih, bawang merah, bawang bombay, kecap, royco, daun salam, lengkuas, saos tiram, air, cabai ,",4,2338
